pmid,g2p_lgmde,label
19422845,G2P00013 - ADAR - 146920.0 - HGNC:225 - ADAR1; DRADA; G1P1; IFI4 - ADAR-related dyschromatosis symmetrica hereditaria - 127400 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
28993636,G2P01709 - PUF60 - 604819.0 - HGNC:17042 - FIR; ROBPI; SIAHBP1 - PUF60-related Verheij syndrome - 615583 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
9374409,G2P00827 - NOTCH1 - 190198.0 - HGNC:7881 - TAN1 - NOTCH1-related left ventricular outflow tract obstruction - 109730 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
19363039,G2P00849 - SMARCA2 - 600014.0 - HGNC:11098 - BAF190; BRM; HBRM; HSNF2A; SNF2; SNF2L2; SNF2LA; STH1P; SWI2 - SMARCA2-related Nicolaides-Baraitser syndrome - 601358 - nan - monoallelic_autosomal - nan - definitive - absent gene product; altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
16157473,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
14505419,G2P01734 - RERE - 605226.0 - HGNC:9965 - ARG; ARP; ATN1L; ATN2; DNB1; KIAA0458 - RERE-related phenocopy of proximal 1p36 deletions - nan - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
20110259,G2P01894 - MORC2 - 616661.0 - HGNC:23573 - AC004542.C22.1; KIAA0852; ZCW3; ZCWCC1 - MORC2-related axonal neuropathy and neurodevelopmental disorder - nan - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
12949840,G2P01220 - MTOR - 601231.0 - HGNC:3942 - FLJ44809; FRAP; FRAP1; FRAP2; RAFT1; RAPT1 - MTOR-related Smith-Kingsmore syndrome - 616638 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
11320173,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
17148670,G2P02418 - EDAR - 604095.0 - HGNC:2895 - DL; ED1R; ED3; ED5; EDA1R; EDA3 - EDAR-related hypohidrotic ectodermal dysplasia - 224900 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
18437052,G2P00396 - SMARCA4 - 603254.0 - HGNC:11100 - BAF190; BRG1; FLJ39786; HSNF2B; SNF2; SNF2-BETA; SNF2L4; SNF2LB; SWI2 - SMARCA4-related Coffin Siris - 614609 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
34934055,G2P02646 - TRRAP - 603015.0 - HGNC:12347 - PAF400; TR-AP; TRA1 - TRRAP-related autism and syndromic intellectual disability - 618454 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
25955826,G2P01786 - PIEZO1 - 611184.0 - HGNC:28993 - FAM38A; KIAA0233 - PIEZO1-related congenital lymphatic dysplasia with hydrops and/or lymphoedema - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
14990473,G2P00789 - KCNQ2 - 602235.0 - HGNC:6296 - BFNC; EBN; EBN1; ENB1; HNSPC; KCNA11; KV7.2 - KCNQ2-related benign neonatal epilepsy - 121200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
17043647,"G2P00965 - IGF1R - 147370.0 - HGNC:5465 - CD221; IGFIR; IGFR; JTK13; MGC18216 - IGF1R-related insulin-like growth factor I, resistance to - 270450 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
14635662,G2P01211 - NEB - 161650.0 - HGNC:7720 - NEB177D; NEM2 - NEB-related typical nemaline myopathy - 256030 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
34769084,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
30169597,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
23557786,G2P00396 - SMARCA4 - 603254.0 - HGNC:11100 - BAF190; BRG1; FLJ39786; HSNF2B; SNF2; SNF2-BETA; SNF2L4; SNF2LB; SWI2 - SMARCA4-related Coffin Siris - 614609 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
27810516,G2P03095 - FGF13 - 300070.0 - HGNC:3670 - FGF2; FHF2; FLJ30672; LINC00889 - FGF13-related neurodevelopmental disorder - nan - MONDO:0700092 - monoallelic_X_hemizygous - restricted mutation set - strong - altered gene product structure - nan - gain of function - inferred,1
27810516,G2P03096 - FGF13 - 300070.0 - HGNC:3670 - FGF2; FHF2; FLJ30672; LINC00889 - FGF13-related neurodevelopmental disorder - nan - MONDO:0700092 - monoallelic_X_heterozygous - restricted mutation set - limited - altered gene product structure - nan - gain of function - inferred,1
32514132,"G2P01209 - HSPG2 - 142461.0 - HGNC:5273 - PERLECAN; PRCAN; SJS1 - HSPG2-related ydssegmental dysplasia, Silverman-Handmaker type - 224410 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred",0
29959045,G2P00374 - MED13L - 608771.0 - HGNC:22962 - KIAA1025; THRAP2; TRAP240L - MED13L-related intellectual disability - 616789 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,1
2517813,G2P00410 - NF1 - 613113.0 - HGNC:7765 - nan - NF1-related neurofibromatosis - 162200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
34357104,G2P00636 - NRXN1 - 600565.0 - HGNC:8008 - HS.22998; KIAA0578 - NRXN1-related autism - 209850 - nan - monoallelic_autosomal - nan - moderate - absent gene product - nan - loss of function - inferred,0
31525124,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
31670652,"G2P03112 - NFE2L2 - 600492.0 - HGNC:7782 - NRF-2; NRF2 - NFE2L2-related leukoencephalopathy, immune deficiency and hypohomocysteinaemia - 617744 - nan - monoallelic_autosomal - restricted mutation set - strong - altered gene product structure - nan - gain of function - inferred",0
28501516,G2P02580 - HDAC8 - 300269.0 - HGNC:13315 - HDACL1; KDAC8; MRXS6; RPD3; WTS - HDAC8-related Cornelia de Lange syndrome - nan - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
14509676,G2P01085 - GCH1 - 600225.0 - HGNC:4193 - DYT14; DYT5; DYT5A; GCH; GTPCH1 - GCH1-related dystonia - 128230 - nan - monoallelic_autosomal - nan - definitive - uncertain - nan - undetermined - inferred,1
12111613,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
33455045,"G2P03314 - NDUFV2 - 600532.0 - HGNC:7717 - CI-24K - NDUFV2-related mitochondrial complex I deficiency, nuclear - 618229 - nan - biallelic_autosomal - nan - moderate - altered gene product structure - nan - undetermined - inferred",0
19535365,G2P00495 - CASK - 300172.0 - HGNC:1497 - CAGH39; FGS4; LIN2; TNRC8 - CASK-related intellectual developmental disorder - 300749 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
22436573,G2P03370 - RRM1 - 180410.0 - HGNC:10451 - nan - RRM1-related mitochondrial DNA depletion/deletions syndrome - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - missense_variant - undetermined - inferred,0
32217768,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
22357867,G2P01018 - FOXG1 - 164874.0 - HGNC:3811 - BF1; FKH2; FKHL1; FKHL2; FKHL3; FKHL4; FOXG1A; FOXG1B; FOXG1C; HBF-3; HFK1; HFK2; HFK3; QIN - FOXG1-related congenital variant of Rett syndrome - 613454 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37205596,G2P00216 - AUTS2 - 607270.0 - HGNC:14262 - FBRSL2; KIAA0442 - AUTS2-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37816306,G2P00216 - AUTS2 - 607270.0 - HGNC:14262 - FBRSL2; KIAA0442 - AUTS2-related syndromic intellectual disability - 612100 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
33813,G2P02621 - PIGS - 610271.0 - HGNC:14937 - PIG-S - PIGS-related neurological syndrome fetal akinesia/epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
31646861,G2P02418 - EDAR - 604095.0 - HGNC:2895 - DL; ED1R; ED3; ED5; EDA1R; EDA3 - EDAR-related hypohidrotic ectodermal dysplasia - 224900 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
32529359,"G2P00371 - DNM1 - 602377.0 - HGNC:2972 - DNM - DNM1-related microcephaly, developmental and epileptic encephalopathy - 620352 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - splice_region_variant; intron_variant; missense_variant - dominant negative - inferred",0
33694,G2P00616 - CA2 - 611492.0 - HGNC:1373 - CA-II; CAII; CAR2 - CA2-related osteopetrosis - 259730 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
16604441,G2P00222 - SATB2 - 608148.0 - HGNC:21637 - FLJ21474; KIAA1034 - SATB2-related Glass syndrome - 612313 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
9315665,G2P00827 - NOTCH1 - 190198.0 - HGNC:7881 - TAN1 - NOTCH1-related left ventricular outflow tract obstruction - 109730 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
8521730,G2P03471 - EIF4A2 - 601102.0 - HGNC:3284 - BM-010; DDX2B; EIF4A; EIF4F - EIF4A2-related neurodevelopmental disorder with hypotonia and epilepsy - 620455 - nan - monoallelic_autosomal - typically de novo - moderate - altered gene product structure - frameshift_variant_NMD_triggering; missense_variant - undetermined - inferred,0
8737375,G2P01211 - NEB - 161650.0 - HGNC:7720 - NEB177D; NEM2 - NEB-related typical nemaline myopathy - 256030 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
33561660,G2P00249 - PRRX1 - 167420.0 - HGNC:9142 - PHOX1; PMX1 - PRRX1-related agnathia-otocephaly complex - 202650 - nan - monoallelic_autosomal - restricted mutation set - limited - altered gene product structure - nan - dominant negative - inferred,0
27784,G2P00616 - CA2 - 611492.0 - HGNC:1373 - CA-II; CAII; CAR2 - CA2-related osteopetrosis - 259730 - nan - biallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
1847508,G2P00012 - FGFR3 - 134934.0 - HGNC:3690 - ACH; CD333; CEK2; JTK4 - FGFR3-related lacrimo-auriculo-dento-digital syndrome (LADD)  - 149730 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
44789,G2P02621 - PIGS - 610271.0 - HGNC:14937 - PIG-S - PIGS-related neurological syndrome fetal akinesia/epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
7545913,G2P00577 - PAX3 - 606597.0 - HGNC:8617 - HUP2; PAX-3; WS1 - PAX3-related Waardenburg syndrome - 193500 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
8672133,G2P00034 - MECP2 - 300005.0 - HGNC:6990 - MRX16; MRX79; RTT - MECP2-related Rett syndrome - 312750 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
28639720,G2P02580 - HDAC8 - 300269.0 - HGNC:13315 - HDACL1; KDAC8; MRXS6; RPD3; WTS - HDAC8-related Cornelia de Lange syndrome - nan - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,0
2708698,G2P03460 - BSN - 604020.0 - HGNC:1117 - ZNF231 - BSN-related epilepsy - nan - nan - monoallelic_autosomal - nan - limited - altered gene product structure - stop_gained_NMD_triggering; missense_variant; inframe_deletion - undetermined - inferred,0
34338282,"G2P01404 - ITPR1 - 147265.0 - HGNC:6180 - ACV; INSP3R1; IP3R1; PPP1R94; SCA15; SCA16; SCA29 - ITPR1-related pinocerebellar ataxia, congenital nonprogressive - 117360 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred",0
11297516,G2P01414 - PIGN - 606097.0 - HGNC:8967 - MCD4; PIG-N - PIGN-related multiple congenital anomalies-hypotonia-seizures syndrome - 614080 - nan - biallelic_autosomal - nan - definitive - absent gene product; altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
30213827,G2P01631 - CREBBP - 600140.0 - HGNC:2348 - CBP; KAT3A; RSTS; RTS - CREBBP-related Rubinstein-Taybi syndrome - 180849 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
9385368,G2P01005 - FGFR2 - 176943.0 - HGNC:3689 - BEK; CD332; CEK3; CFD1; ECT1; JWS; K-SAM; KGFR; TK14; TK25 - FGFR2-related Jackson-Weiss syndrome - 123150 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,1
7697721,G2P00827 - NOTCH1 - 190198.0 - HGNC:7881 - TAN1 - NOTCH1-related left ventricular outflow tract obstruction - 109730 - nan - monoallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
28932395,G2P00570 - WDR45 - 300526.0 - HGNC:28912 - JM5; NBIA5; WDRX1; WIPI4 - WDR45-related neurodegeneration with brain iron accumulation - 300894 - nan - monoallelic_X_heterozygous - nan - definitive - absent gene product - nan - loss of function - inferred,1
25327171,G2P02114 - GJA1 - 121014.0 - HGNC:4274 - CX43; GJAL; ODD; ODDD; ODOD; SDTY3 - GJA1-related oculodentodigital dysplasia - 164200 - nan - monoallelic_autosomal - nan - definitive - altered gene product structure - frameshift_variant; inframe_insertion; missense_variant; inframe_deletion - dominant negative - inferred,1
11971066,G2P00626 - CACNA1A - 601011.0 - HGNC:1388 - APCA; CACNL1A4; CAV2.1; EA2; FHM; HPCA; MHP; MHP1; SCA6 - CACNA1A-related epileptic encephalopathy - 617106 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
7033,G2P02621 - PIGS - 610271.0 - HGNC:14937 - PIG-S - PIGS-related neurological syndrome fetal akinesia/epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - strong - absent gene product - nan - loss of function - inferred,0
1891123,G2P03460 - BSN - 604020.0 - HGNC:1117 - ZNF231 - BSN-related epilepsy - nan - nan - monoallelic_autosomal - nan - limited - altered gene product structure - stop_gained_NMD_triggering; missense_variant; inframe_deletion - undetermined - inferred,0
24649241,G2P00326 - ARID1B - 614556.0 - HGNC:18040 - 6A3-5; BAF250B; DAN15; ELD/OSA1; KIAA1235; P250R; SMARCF2 - ARID1B-related Coffin-Siris Syndrome - 135900 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
23570983,G2P03370 - RRM1 - 180410.0 - HGNC:10451 - nan - RRM1-related mitochondrial DNA depletion/deletions syndrome - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - missense_variant - undetermined - inferred,0
32870032,G2P00845 - SYNE1 - 608441.0 - HGNC:17089 - 8B; ARCA1; C6ORF98; CPG2; DJ45H2.2; ENAPTIN; KIAA0796; MYNE1; NESP1; NESPRIN-1; SCAR8; SYNE-1B - SYNE1-related spinocerebellar ataxia - 610743 - nan - biallelic_autosomal - potential secondary finding - strong - absent gene product - nan - loss of function - inferred,1
31993582,G2P01420 - CHD2 - 602119.0 - HGNC:1917 - DKFZP547I1315; DKFZP686E01200; DKFZP781D1727; FLJ38614 - CHD2-related epileptic encephalopathy - 615369 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
16084945,G2P03201 - RYR2 - 180902.0 - HGNC:10484 - ARVC2; ARVD2; VTSIP - RYR2-related catecholaminergic polymorphic ventricular tachycardia and intellectual disability - nan - nan - monoallelic_autosomal - potential secondary finding - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,1
17313373,G2P03201 - RYR2 - 180902.0 - HGNC:10484 - ARVC2; ARVD2; VTSIP - RYR2-related catecholaminergic polymorphic ventricular tachycardia and intellectual disability - nan - nan - monoallelic_autosomal - potential secondary finding - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
26293599,G2P01073 - KANSL1 - 612452.0 - HGNC:24565 - CENP-36; DKFZP727C091; KIAA1267; MSL1V1; NSL1 - KANSL1-related chromosome 17q21.31 microdeletion syndrome - 610443 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
29352316,G2P01073 - KANSL1 - 612452.0 - HGNC:24565 - CENP-36; DKFZP727C091; KIAA1267; MSL1V1; NSL1 - KANSL1-related chromosome 17q21.31 microdeletion syndrome - 610443 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
21642969,G2P02440 - CHD3 - 602120.0 - HGNC:1918 - MI-2A; MI2-ALPHA; ZFH - CHD3-related macrocephaly and impaired speech and language - 618205 - nan - monoallelic_autosomal - nan - strong - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
24294372,G2P00271 - KAT6B - 605880.0 - HGNC:17582 - MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B - KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome - 603736 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
35075800,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
30245513,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
32877461,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
34853079,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
34808502,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37577627,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
33541408,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
25220592,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
33995658,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
37505185,G2P00210 - KAT6A - 601408.0 - HGNC:13013 - MOZ; MYST3; RUNXBP2; ZC2HC6A; ZNF220 - KAT6A-related intellectual developmental disorder - 616268 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
32391291,G2P00271 - KAT6B - 605880.0 - HGNC:17582 - MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B - KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome - 603736 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
26208904,G2P00271 - KAT6B - 605880.0 - HGNC:17582 - MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B - KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome - 603736 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
35432536,G2P00271 - KAT6B - 605880.0 - HGNC:17582 - MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B - KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome - 603736 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
31871732,G2P00271 - KAT6B - 605880.0 - HGNC:17582 - MORF; MOZ2; MYST4; QKF; QUERKOPF; ZC2HC6B - KAT6B-related Say-Barber-Biesecker-Young-Simpson syndrome - 603736 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
27900361,G2P00381 - ANKRD11 - 611192.0 - HGNC:21316 - ANCO-1; ANCO1; LZ16; T13 - ANKRD11-related KBG syndrome - 148050 - nan - monoallelic_autosomal - nan - definitive - decreased gene product level - 5_prime_UTR_variant; frameshift_variant; stop_gained - undetermined - inferred,1
18365869,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
36793218,G2P03174 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - monoallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,1
38172959,G2P03173 - KCNA1 - 176260.0 - HGNC:6218 - AEMK; HUK1; KV1.1; MBK1; RBK1 - KCNA1-related epileptic encephalopathy - nan - nan - biallelic_autosomal - nan - limited - altered gene product structure - inframe_insertion; missense_variant; inframe_deletion - undetermined - inferred,0
30791468,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
28231797,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
25072914,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
17146446,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
37013043,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
27800604,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
31210304,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,0
31427379,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,1
36252966,G2P00511 - KCNMA1 - 600150.0 - HGNC:6284 - KCA1.1; MSLO1; SLO - KCNMA1-related generalized epilepsy and paroxysmal dyskinesia - 609446 - nan - monoallelic_autosomal - restricted mutation set - definitive - altered gene product structure - nan - gain of function - inferred,1
18625963,G2P00789 - KCNQ2 - 602235.0 - HGNC:6296 - BFNC; EBN; EBN1; ENB1; HNSPC; KCNA11; KV7.2 - KCNQ2-related benign neonatal epilepsy - 121200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
14534157,G2P00789 - KCNQ2 - 602235.0 - HGNC:6296 - BFNC; EBN; EBN1; ENB1; HNSPC; KCNA11; KV7.2 - KCNQ2-related benign neonatal epilepsy - 121200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,1
9836639,G2P00789 - KCNQ2 - 602235.0 - HGNC:6296 - BFNC; EBN; EBN1; ENB1; HNSPC; KCNA11; KV7.2 - KCNQ2-related benign neonatal epilepsy - 121200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
14762142,G2P00789 - KCNQ2 - 602235.0 - HGNC:6296 - BFNC; EBN; EBN1; ENB1; HNSPC; KCNA11; KV7.2 - KCNQ2-related benign neonatal epilepsy - 121200 - nan - monoallelic_autosomal - nan - definitive - absent gene product - nan - loss of function - inferred,0
